id,sample_id,crop_id,suitability_score,suitability_level,limiting_factors,yield_potential,risk_assessment,management_recommendations,assessment_date,created_at
1014,127,432,41.09,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",396.57,风险很高，不建议种植,科学轮作，避免连作障碍,2025-05-22,2023-07-22 13:03:52
1015,127,270,92.93,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",1194.09,风险较低，适宜种植,科学轮作，避免连作障碍,2025-05-22,2023-07-22 13:03:52
1016,127,148,54.33,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",257.46,风险很高，不建议种植,合理密植，保证通风透光,2025-05-22,2023-07-22 13:03:52
1017,128,201,75.16,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",744.46,风险中等，需要适当管理,科学轮作，避免连作障碍,2022-09-21,2024-10-30 17:22:35
1018,128,195,73.85,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",790.93,风险中等，需要适当管理,监测病虫害，及时防治,2022-09-21,2024-10-30 17:22:35
1019,128,477,45.87,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",314.5,风险很高，不建议种植,合理密植，保证通风透光,2022-09-21,2024-10-30 17:22:35
1020,128,122,88.71,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",1068.43,风险较低，适宜种植,合理密植，保证通风透光,2022-09-21,2024-10-30 17:22:35
1021,128,205,63.01,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",586.84,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2022-09-21,2024-10-30 17:22:35
1022,128,305,66.33,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",562.23,风险较高，需要重点关注,合理密植，保证通风透光,2022-09-21,2024-10-30 17:22:35
1023,128,275,57.85,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",354.45,风险很高，不建议种植,科学轮作，避免连作障碍,2022-09-21,2024-10-30 17:22:35
1024,128,292,52.9,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",206.35,风险很高，不建议种植,合理密植，保证通风透光,2022-09-21,2024-10-30 17:22:35
1025,129,220,58.37,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",389.38,风险很高，不建议种植,科学轮作，避免连作障碍,2024-01-26,2022-07-25 17:15:59
1026,129,305,49.24,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",380.07,风险很高，不建议种植,改良土壤，提高地力,2024-01-26,2022-07-25 17:15:59
1027,129,29,49.96,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",307.48,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-01-26,2022-07-25 17:15:59
1028,129,219,72.83,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",663.85,风险中等，需要适当管理,改良土壤，提高地力,2024-01-26,2022-07-25 17:15:59
1029,129,461,40.14,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",286.36,风险很高，不建议种植,改良土壤，提高地力,2024-01-26,2022-07-25 17:15:59
1030,129,68,84.83,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",897.62,风险较低，适宜种植,科学轮作，避免连作障碍,2024-01-26,2022-07-25 17:15:59
1031,129,297,58.77,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",286.73,风险很高，不建议种植,科学轮作，避免连作障碍,2024-01-26,2022-07-25 17:15:59
1032,129,47,43.2,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",393.63,风险很高，不建议种植,科学轮作，避免连作障碍,2024-01-26,2022-07-25 17:15:59
1033,130,24,43.54,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",273.52,风险很高，不建议种植,合理密植，保证通风透光,2024-08-01,2023-11-26 18:07:30
1034,130,54,90.8,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",1116.52,风险较低，适宜种植,科学轮作，避免连作障碍,2024-08-01,2023-11-26 18:07:30
1035,130,178,42.92,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",237.74,风险很高，不建议种植,科学轮作，避免连作障碍,2024-08-01,2023-11-26 18:07:30
1036,130,351,67.95,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",416.11,风险较高，需要重点关注,监测病虫害，及时防治,2024-08-01,2023-11-26 18:07:30
1037,130,396,93.34,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",1112.55,风险较低，适宜种植,改良土壤，提高地力,2024-08-01,2023-11-26 18:07:30
1038,130,70,45.35,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",370.48,风险很高，不建议种植,改良土壤，提高地力,2024-08-01,2023-11-26 18:07:30
1039,130,220,92.1,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",820.2,风险较低，适宜种植,科学轮作，避免连作障碍,2024-08-01,2023-11-26 18:07:30
1040,130,41,66.82,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",563.59,风险较高，需要重点关注,合理密植，保证通风透光,2024-08-01,2023-11-26 18:07:30
1041,131,289,50.22,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",203.18,风险很高，不建议种植,合理密植，保证通风透光,2022-10-07,2024-10-08 18:02:52
1042,131,294,51.47,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",246.41,风险很高，不建议种植,改良土壤，提高地力,2022-10-07,2024-10-08 18:02:52
1043,131,334,44.18,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",290.38,风险很高，不建议种植,科学轮作，避免连作障碍,2022-10-07,2024-10-08 18:02:52
1044,131,363,42.73,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",217.22,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2022-10-07,2024-10-08 18:02:52
1045,131,446,81.91,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",904.86,风险较低，适宜种植,科学轮作，避免连作障碍,2022-10-07,2024-10-08 18:02:52
1049,132,463,58.56,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",286.62,风险很高，不建议种植,改良土壤，提高地力,2022-11-14,2022-08-18 02:09:56
1050,132,111,48.62,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",269.22,风险很高，不建议种植,改良土壤，提高地力,2022-11-14,2022-08-18 02:09:56
1051,132,387,46.48,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",365.03,风险很高，不建议种植,改良土壤，提高地力,2022-11-14,2022-08-18 02:09:56
1052,132,88,82.67,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",898.51,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2022-11-14,2022-08-18 02:09:56
1053,132,378,54.97,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",258.3,风险很高，不建议种植,科学轮作，避免连作障碍,2022-11-14,2022-08-18 02:09:56
1054,132,295,56.96,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",293.11,风险很高，不建议种植,合理密植，保证通风透光,2022-11-14,2022-08-18 02:09:56
1055,132,406,45.62,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",315.15,风险很高，不建议种植,合理密植，保证通风透光,2022-11-14,2022-08-18 02:09:56
1056,132,4,79.24,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",678.99,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2022-11-14,2022-08-18 02:09:56
1057,133,201,85.84,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",1051.75,风险较低，适宜种植,改良土壤，提高地力,2024-11-15,2025-02-19 17:11:42
1058,133,120,92.1,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",1060.72,风险较低，适宜种植,合理密植，保证通风透光,2024-11-15,2025-02-19 17:11:42
1059,133,85,72.13,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",673.2,风险中等，需要适当管理,科学轮作，避免连作障碍,2024-11-15,2025-02-19 17:11:42
1060,133,497,94.29,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",844.4,风险较低，适宜种植,科学轮作，避免连作障碍,2024-11-15,2025-02-19 17:11:42
1061,133,44,66.77,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",504.11,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2024-11-15,2025-02-19 17:11:42
1065,134,257,80.33,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",923.39,风险较低，适宜种植,科学轮作，避免连作障碍,2024-03-21,2023-03-26 14:22:06
1066,134,278,48.12,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",323.51,风险很高，不建议种植,监测病虫害，及时防治,2024-03-21,2023-03-26 14:22:06
1067,134,122,71.7,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",736.0,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2024-03-21,2023-03-26 14:22:06
1068,134,227,70.58,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",743.9,风险中等，需要适当管理,监测病虫害，及时防治,2024-03-21,2023-03-26 14:22:06
1069,134,144,78.38,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",645.25,风险中等，需要适当管理,科学轮作，避免连作障碍,2024-03-21,2023-03-26 14:22:06
1070,134,119,85.75,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",1057.65,风险较低，适宜种植,科学轮作，避免连作障碍,2024-03-21,2023-03-26 14:22:06
1071,134,339,43.88,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",322.76,风险很高，不建议种植,合理密植，保证通风透光,2024-03-21,2023-03-26 14:22:06
1073,135,315,92.06,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",864.74,风险较低，适宜种植,合理密植，保证通风透光,2025-01-25,2024-10-03 04:08:38
1074,135,177,53.13,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",380.83,风险很高，不建议种植,科学轮作，避免连作障碍,2025-01-25,2024-10-03 04:08:38
1075,135,153,62.91,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",538.59,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2025-01-25,2024-10-03 04:08:38
1076,135,174,81.86,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",804.58,风险较低，适宜种植,改良土壤，提高地力,2025-01-25,2024-10-03 04:08:38
1077,135,79,81.41,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",1022.84,风险较低，适宜种植,监测病虫害，及时防治,2025-01-25,2024-10-03 04:08:38
1078,135,386,89.73,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",932.23,风险较低，适宜种植,监测病虫害，及时防治,2025-01-25,2024-10-03 04:08:38
1081,136,157,72.73,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",782.12,风险中等，需要适当管理,合理密植，保证通风透光,2024-05-01,2023-08-30 23:56:47
1082,136,234,85.55,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",926.71,风险较低，适宜种植,合理密植，保证通风透光,2024-05-01,2023-08-30 23:56:47
1083,136,179,59.8,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",224.69,风险很高，不建议种植,科学轮作，避免连作障碍,2024-05-01,2023-08-30 23:56:47
1084,136,386,89.6,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",1177.19,风险较低，适宜种植,科学轮作，避免连作障碍,2024-05-01,2023-08-30 23:56:47
1085,136,52,40.66,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",240.89,风险很高，不建议种植,科学轮作，避免连作障碍,2024-05-01,2023-08-30 23:56:47
1086,136,96,85.97,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",937.52,风险较低，适宜种植,改良土壤，提高地力,2024-05-01,2023-08-30 23:56:47
1089,137,201,42.13,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",336.77,风险很高，不建议种植,改良土壤，提高地力,2024-10-20,2024-07-17 02:04:57
1090,137,53,63.51,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",578.5,风险较高，需要重点关注,加强田间管理，及时灌溉施肥,2024-10-20,2024-07-17 02:04:57
1091,137,444,90.27,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",1181.85,风险较低，适宜种植,监测病虫害，及时防治,2024-10-20,2024-07-17 02:04:57
1092,137,497,77.55,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",794.91,风险中等，需要适当管理,监测病虫害，及时防治,2024-10-20,2024-07-17 02:04:57
1093,137,3,85.5,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",1063.51,风险较低，适宜种植,改良土壤，提高地力,2024-10-20,2024-07-17 02:04:57
1094,137,452,60.88,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",430.89,风险较高，需要重点关注,监测病虫害，及时防治,2024-10-20,2024-07-17 02:04:57
1095,137,45,59.54,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",356.41,风险很高，不建议种植,监测病虫害，及时防治,2024-10-20,2024-07-17 02:04:57
1096,137,301,82.88,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",908.32,风险较低，适宜种植,科学轮作，避免连作障碍,2024-10-20,2024-07-17 02:04:57
1097,138,219,82.46,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",1130.61,风险较低，适宜种植,监测病虫害，及时防治,2023-05-22,2024-09-19 05:54:03
1098,138,72,84.37,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",904.11,风险较低，适宜种植,合理密植，保证通风透光,2023-05-22,2024-09-19 05:54:03
1099,138,27,44.04,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",272.35,风险很高，不建议种植,监测病虫害，及时防治,2023-05-22,2024-09-19 05:54:03
1100,138,144,94.76,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",985.06,风险较低，适宜种植,科学轮作，避免连作障碍,2023-05-22,2024-09-19 05:54:03
1101,138,301,71.67,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",797.4,风险中等，需要适当管理,科学轮作，避免连作障碍,2023-05-22,2024-09-19 05:54:03
1102,138,474,75.65,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",751.61,风险中等，需要适当管理,监测病虫害，及时防治,2023-05-22,2024-09-19 05:54:03
1103,138,348,77.95,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",660.23,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2023-05-22,2024-09-19 05:54:03
1104,138,391,61.77,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",466.93,风险较高，需要重点关注,合理密植，保证通风透光,2023-05-22,2024-09-19 05:54:03
1105,139,282,92.16,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",1184.96,风险较低，适宜种植,合理密植，保证通风透光,2025-01-09,2023-04-07 21:28:55
1106,139,475,76.34,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",704.96,风险中等，需要适当管理,合理密植，保证通风透光,2025-01-09,2023-04-07 21:28:55
1107,139,331,44.35,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",346.49,风险很高，不建议种植,合理密植，保证通风透光,2025-01-09,2023-04-07 21:28:55
1108,139,38,57.17,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",326.63,风险很高，不建议种植,科学轮作，避免连作障碍,2025-01-09,2023-04-07 21:28:55
1109,139,406,76.1,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",617.27,风险中等，需要适当管理,科学轮作，避免连作障碍,2025-01-09,2023-04-07 21:28:55
1110,139,349,45.3,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",370.4,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2025-01-09,2023-04-07 21:28:55
1111,139,300,54.23,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",347.16,风险很高，不建议种植,科学轮作，避免连作障碍,2025-01-09,2023-04-07 21:28:55
1113,140,419,40.85,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",344.56,风险很高，不建议种植,合理密植，保证通风透光,2023-11-02,2023-10-13 22:52:02
1114,140,59,46.11,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",207.59,风险很高，不建议种植,改良土壤，提高地力,2023-11-02,2023-10-13 22:52:02
1115,140,384,57.0,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",263.42,风险很高，不建议种植,合理密植，保证通风透光,2023-11-02,2023-10-13 22:52:02
1116,140,425,66.35,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",427.64,风险较高，需要重点关注,合理密植，保证通风透光,2023-11-02,2023-10-13 22:52:02
1117,140,281,65.07,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",577.36,风险较高，需要重点关注,监测病虫害，及时防治,2023-11-02,2023-10-13 22:52:02
1118,140,7,82.08,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",1101.84,风险较低，适宜种植,合理密植，保证通风透光,2023-11-02,2023-10-13 22:52:02
1119,140,232,86.24,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",1113.1,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2023-11-02,2023-10-13 22:52:02
1120,140,342,79.52,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",718.7,风险中等，需要适当管理,科学轮作，避免连作障碍,2023-11-02,2023-10-13 22:52:02
1121,141,303,50.04,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",349.55,风险很高，不建议种植,合理密植，保证通风透光,2024-12-13,2024-03-18 09:16:25
1122,141,145,54.27,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",310.97,风险很高，不建议种植,监测病虫害，及时防治,2024-12-13,2024-03-18 09:16:25
1123,141,289,47.54,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",275.91,风险很高，不建议种植,监测病虫害，及时防治,2024-12-13,2024-03-18 09:16:25
1124,141,135,49.62,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",395.87,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-12-13,2024-03-18 09:16:25
1125,141,229,61.74,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",515.86,风险较高，需要重点关注,科学轮作，避免连作障碍,2024-12-13,2024-03-18 09:16:25
1126,141,181,65.45,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",428.38,风险较高，需要重点关注,改良土壤，提高地力,2024-12-13,2024-03-18 09:16:25
1127,141,114,70.97,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",799.4,风险中等，需要适当管理,合理密植，保证通风透光,2024-12-13,2024-03-18 09:16:25
1128,141,78,50.56,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",285.29,风险很高，不建议种植,合理密植，保证通风透光,2024-12-13,2024-03-18 09:16:25
1129,142,15,81.11,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",1134.31,风险较低，适宜种植,监测病虫害，及时防治,2024-10-05,2024-10-22 18:16:45
1130,142,492,62.09,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",467.82,风险较高，需要重点关注,科学轮作，避免连作障碍,2024-10-05,2024-10-22 18:16:45
1131,142,216,77.83,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",799.77,风险中等，需要适当管理,监测病虫害，及时防治,2024-10-05,2024-10-22 18:16:45
1132,142,327,44.32,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",262.91,风险很高，不建议种植,合理密植，保证通风透光,2024-10-05,2024-10-22 18:16:45
1133,142,258,74.83,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",658.65,风险中等，需要适当管理,监测病虫害，及时防治,2024-10-05,2024-10-22 18:16:45
1134,142,431,61.48,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",454.03,风险较高，需要重点关注,合理密植，保证通风透光,2024-10-05,2024-10-22 18:16:45
1137,143,16,66.22,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": false}",594.54,风险较高，需要重点关注,监测病虫害，及时防治,2022-10-16,2025-01-11 19:23:12
1138,143,316,73.24,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",629.6,风险中等，需要适当管理,监测病虫害，及时防治,2022-10-16,2025-01-11 19:23:12
1139,143,36,55.36,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",221.52,风险很高，不建议种植,改良土壤，提高地力,2022-10-16,2025-01-11 19:23:12
1140,143,33,88.53,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",939.32,风险较低，适宜种植,合理密植，保证通风透光,2022-10-16,2025-01-11 19:23:12
1141,143,482,62.49,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",510.19,风险较高，需要重点关注,改良土壤，提高地力,2022-10-16,2025-01-11 19:23:12
1142,143,215,67.71,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",453.36,风险较高，需要重点关注,科学轮作，避免连作障碍,2022-10-16,2025-01-11 19:23:12
1143,143,274,55.18,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",320.58,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2022-10-16,2025-01-11 19:23:12
1145,144,101,54.58,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",348.0,风险很高，不建议种植,科学轮作，避免连作障碍,2023-08-10,2023-07-04 09:40:22
1146,144,7,90.45,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",929.97,风险较低，适宜种植,合理密植，保证通风透光,2023-08-10,2023-07-04 09:40:22
1147,144,471,82.2,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",1038.5,风险较低，适宜种植,合理密植，保证通风透光,2023-08-10,2023-07-04 09:40:22
1148,144,456,62.85,勉强适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",452.38,风险较高，需要重点关注,监测病虫害，及时防治,2023-08-10,2023-07-04 09:40:22
1149,144,65,61.36,勉强适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",471.38,风险较高，需要重点关注,科学轮作，避免连作障碍,2023-08-10,2023-07-04 09:40:22
1153,145,67,78.56,中度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": true}",757.64,风险中等，需要适当管理,科学轮作，避免连作障碍,2024-03-16,2024-11-09 14:01:46
1154,145,122,48.91,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",248.82,风险很高，不建议种植,科学轮作，避免连作障碍,2024-03-16,2024-11-09 14:01:46
1155,145,323,88.5,高度适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",973.34,风险较低，适宜种植,加强田间管理，及时灌溉施肥,2024-03-16,2024-11-09 14:01:46
1156,145,206,41.68,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",369.46,风险很高，不建议种植,改良土壤，提高地力,2024-03-16,2024-11-09 14:01:46
1157,145,304,54.66,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": true}",323.12,风险很高，不建议种植,科学轮作，避免连作障碍,2024-03-16,2024-11-09 14:01:46
1158,145,437,76.14,中度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": true}",675.6,风险中等，需要适当管理,加强田间管理，及时灌溉施肥,2024-03-16,2024-11-09 14:01:46
1161,146,339,82.55,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": true, ""climate_limitation"": false}",1064.04,风险较低，适宜种植,改良土壤，提高地力,2024-06-16,2024-12-15 20:55:44
1162,146,250,94.2,高度适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",884.83,风险较低，适宜种植,监测病虫害，及时防治,2024-06-16,2024-12-15 20:55:44
1163,146,70,47.33,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": false, ""climate_limitation"": false}",271.32,风险很高，不建议种植,监测病虫害，及时防治,2024-06-16,2024-12-15 20:55:44
1164,146,106,44.4,不适宜,"{""ph_limitation"": true, ""nutrient_limitation"": false, ""climate_limitation"": true}",386.55,风险很高，不建议种植,改良土壤，提高地力,2024-06-16,2024-12-15 20:55:44
1165,146,71,57.87,不适宜,"{""ph_limitation"": false, ""nutrient_limitation"": true, ""climate_limitation"": false}",362.11,风险很高，不建议种植,加强田间管理，及时灌溉施肥,2024-06-16,2024-12-15 20:55:44
