id,sample_id,crop_id,plan_name,target_yield,base_fertilizer,topdressing_plan,total_cost,expected_benefit,application_instructions,created_date,creator,status,created_at
2972,6821,79,瓠瓜专用施肥方案2972,703.24,"{""复合肥"": ""33kg/亩"", ""有机肥"": ""1664kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""10kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""17kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""13kg/亩""}]",618.23,1555.66,追肥分3次施用，根据作物生长情况调整,2023-07-13,系统自动生成,active,2022-06-26 08:47:37
2973,995,390,孩子作物390专用施肥方案2973,609.81,"{""复合肥"": ""59kg/亩"", ""有机肥"": ""1585kg/亩"", ""石灰"": ""66kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""13kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""30kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",766.53,2871.67,基肥在播种前7-10天施入，深翻入土,2024-10-31,作物专家,active,2024-03-14 18:16:14
2974,497,315,作者作物315专用施肥方案2974,462.06,"{""复合肥"": ""30kg/亩"", ""有机肥"": ""2355kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""25kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""15kg/亩""}]",444.09,1767.47,叶面肥在早晨或傍晚喷施效果最佳,2022-11-07,系统自动生成,archived,2024-10-20 11:52:42
2975,3158,151,能够作物151专用施肥方案2975,956.52,"{""复合肥"": ""51kg/亩"", ""有机肥"": ""3000kg/亩"", ""石灰"": ""95kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""12kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""22kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""15kg/亩""}]",328.32,1186.32,有机肥需充分腐熟后使用,2023-02-16,系统自动生成,draft,2024-10-23 09:14:58
2976,8676,401,所有作物401专用施肥方案2976,813.71,"{""复合肥"": ""41kg/亩"", ""有机肥"": ""1293kg/亩"", ""石灰"": ""84kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""24kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""20kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""12kg/亩""}]",758.06,1907.54,有机肥需充分腐熟后使用,2024-01-14,作物专家,draft,2024-11-18 20:01:54
2977,7056,323,这么作物323专用施肥方案2977,615.21,"{""复合肥"": ""33kg/亩"", ""有机肥"": ""2019kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""12kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""27kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",500.95,1629.11,有机肥需充分腐熟后使用,2024-01-26,土壤专家,archived,2024-10-10 12:51:06
2978,7823,210,学习作物210专用施肥方案2978,880.88,"{""复合肥"": ""52kg/亩"", ""有机肥"": ""1875kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""15kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""27kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",782.88,2187.07,基肥在播种前7-10天施入，深翻入土,2023-05-11,作物专家,active,2025-05-19 21:51:52
2979,1436,213,联系作物213专用施肥方案2979,981.73,"{""复合肥"": ""46kg/亩"", ""有机肥"": ""1041kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""10kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""24kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",704.71,2809.98,基肥在播种前7-10天施入，深翻入土,2022-09-08,作物专家,active,2022-12-01 20:39:58
2980,2312,358,免费作物358专用施肥方案2980,907.39,"{""复合肥"": ""37kg/亩"", ""有机肥"": ""1037kg/亩"", ""石灰"": ""118kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""15kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",449.15,1703.36,叶面肥在早晨或傍晚喷施效果最佳,2024-08-30,作物专家,draft,2024-04-29 20:23:05
2981,8330,438,特别作物438专用施肥方案2981,433.62,"{""复合肥"": ""32kg/亩"", ""有机肥"": ""1941kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""17kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""29kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""12kg/亩""}]",227.04,786.34,施肥后及时浇水，促进养分吸收,2023-08-23,系统自动生成,active,2022-09-03 17:49:10
2982,9590,185,名称作物185专用施肥方案2982,907.83,"{""复合肥"": ""34kg/亩"", ""有机肥"": ""1873kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""24kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""18kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",677.2,1969.38,叶面肥在早晨或傍晚喷施效果最佳,2025-05-22,农技专家,draft,2023-02-05 15:25:01
2983,7594,246,只是作物246专用施肥方案2983,856.15,"{""复合肥"": ""57kg/亩"", ""有机肥"": ""2830kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""23kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""22kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",783.75,2954.3,叶面肥在早晨或傍晚喷施效果最佳,2025-04-07,土壤专家,archived,2023-06-06 10:11:13
2984,9688,220,分析作物220专用施肥方案2984,663.54,"{""复合肥"": ""45kg/亩"", ""有机肥"": ""1511kg/亩"", ""石灰"": ""125kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""17kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""26kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",623.43,2031.36,追肥分3次施用，根据作物生长情况调整,2025-05-09,系统自动生成,active,2024-03-30 17:54:28
2985,3586,79,瓠瓜专用施肥方案2985,901.17,"{""复合肥"": ""43kg/亩"", ""有机肥"": ""2769kg/亩"", ""石灰"": ""98kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""19kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""22kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",723.12,2259.54,有机肥需充分腐熟后使用,2025-05-06,作物专家,active,2023-03-23 09:03:39
2986,8859,121,单位作物121专用施肥方案2986,815.8,"{""复合肥"": ""54kg/亩"", ""有机肥"": ""1925kg/亩"", ""石灰"": ""60kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""19kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""26kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""15kg/亩""}]",399.5,1157.82,叶面肥在早晨或傍晚喷施效果最佳,2022-09-08,农技专家,active,2025-05-08 12:10:48
2987,8174,467,因此作物467专用施肥方案2987,579.04,"{""复合肥"": ""54kg/亩"", ""有机肥"": ""2846kg/亩"", ""石灰"": ""50kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""17kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""30kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",634.92,1731.74,施肥后及时浇水，促进养分吸收,2024-09-27,系统自动生成,draft,2022-11-14 23:02:38
2988,6783,284,使用作物284专用施肥方案2988,762.36,"{""复合肥"": ""45kg/亩"", ""有机肥"": ""2320kg/亩"", ""石灰"": ""51kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""18kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""17kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""10kg/亩""}]",247.44,849.39,有机肥需充分腐熟后使用,2023-07-07,农技专家,active,2024-04-18 16:10:40
2989,8602,349,作为作物349专用施肥方案2989,514.49,"{""复合肥"": ""35kg/亩"", ""有机肥"": ""2694kg/亩"", ""石灰"": ""114kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""20kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""28kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",701.09,1933.82,有机肥需充分腐熟后使用,2024-03-15,土壤专家,active,2023-11-05 18:20:02
2990,3182,20,亚麻专用施肥方案2990,498.55,"{""复合肥"": ""47kg/亩"", ""有机肥"": ""2539kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""12kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""20kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",707.29,2305.9,叶面肥在早晨或傍晚喷施效果最佳,2023-01-12,土壤专家,draft,2024-11-30 00:35:58
2991,5643,103,教育作物103专用施肥方案2991,803.43,"{""复合肥"": ""43kg/亩"", ""有机肥"": ""2001kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""12kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""27kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""15kg/亩""}]",639.19,2064.61,基肥在播种前7-10天施入，深翻入土,2025-03-24,系统自动生成,active,2022-10-27 11:48:20
2992,184,61,豆角专用施肥方案2992,649.25,"{""复合肥"": ""44kg/亩"", ""有机肥"": ""1985kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""15kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""10kg/亩""}]",602.59,2000.74,叶面肥在早晨或傍晚喷施效果最佳,2022-11-15,土壤专家,archived,2022-10-23 12:36:42
2993,7639,279,希望作物279专用施肥方案2993,670.3,"{""复合肥"": ""58kg/亩"", ""有机肥"": ""1681kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""10kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""24kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""19kg/亩""}]",242.81,701.23,施肥后及时浇水，促进养分吸收,2023-02-05,农技专家,draft,2023-06-16 15:50:26
2994,5483,142,可是作物142专用施肥方案2994,983.67,"{""复合肥"": ""32kg/亩"", ""有机肥"": ""2951kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""14kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""23kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",218.16,827.25,叶面肥在早晨或傍晚喷施效果最佳,2023-07-26,农技专家,archived,2023-07-10 02:24:14
2995,4635,302,女人作物302专用施肥方案2995,968.67,"{""复合肥"": ""42kg/亩"", ""有机肥"": ""1546kg/亩"", ""石灰"": ""73kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""26kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",619.73,1568.05,施肥后及时浇水，促进养分吸收,2022-08-13,土壤专家,active,2024-11-23 08:22:37
2996,5787,199,时间作物199专用施肥方案2996,841.41,"{""复合肥"": ""59kg/亩"", ""有机肥"": ""2339kg/亩"", ""石灰"": ""146kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""17kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",722.24,2492.78,有机肥需充分腐熟后使用,2024-01-28,土壤专家,draft,2023-07-03 23:11:53
2997,1307,483,游戏作物483专用施肥方案2997,588.41,"{""复合肥"": ""44kg/亩"", ""有机肥"": ""2346kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""19kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""20kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",517.85,1981.09,追肥分3次施用，根据作物生长情况调整,2025-06-07,系统自动生成,archived,2024-02-24 23:48:32
2998,9882,451,大学作物451专用施肥方案2998,809.25,"{""复合肥"": ""41kg/亩"", ""有机肥"": ""2727kg/亩"", ""石灰"": ""99kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""15kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""18kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""13kg/亩""}]",368.3,1292.16,施肥后及时浇水，促进养分吸收,2023-01-26,作物专家,archived,2023-05-18 16:53:32
2999,8090,78,蛇瓜专用施肥方案2999,508.39,"{""复合肥"": ""42kg/亩"", ""有机肥"": ""2847kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""13kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""20kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",265.19,678.15,有机肥需充分腐熟后使用,2022-06-25,农技专家,active,2024-10-03 01:25:49
3000,9835,175,注册作物175专用施肥方案3000,685.31,"{""复合肥"": ""50kg/亩"", ""有机肥"": ""2816kg/亩"", ""石灰"": ""100kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""14kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""18kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",411.59,1340.5,有机肥需充分腐熟后使用,2023-08-26,农技专家,archived,2022-06-13 03:43:35
3001,2264,333,应该作物333专用施肥方案3001,461.82,"{""复合肥"": ""30kg/亩"", ""有机肥"": ""1641kg/亩"", ""石灰"": ""53kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""20kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""24kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""15kg/亩""}]",559.58,1623.19,叶面肥在早晨或傍晚喷施效果最佳,2023-12-04,农技专家,active,2023-12-21 02:05:57
3002,9677,372,应用作物372专用施肥方案3002,983.52,"{""复合肥"": ""54kg/亩"", ""有机肥"": ""1865kg/亩"", ""石灰"": ""51kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""16kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""24kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""13kg/亩""}]",756.43,2382.24,追肥分3次施用，根据作物生长情况调整,2024-08-16,系统自动生成,draft,2025-05-19 11:04:13
3003,461,347,发表作物347专用施肥方案3003,976.06,"{""复合肥"": ""57kg/亩"", ""有机肥"": ""2198kg/亩"", ""石灰"": ""113kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""21kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""16kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""19kg/亩""}]",371.26,959.63,施肥后及时浇水，促进养分吸收,2023-03-12,农技专家,active,2024-04-09 09:31:35
3004,3718,379,文化作物379专用施肥方案3004,711.94,"{""复合肥"": ""52kg/亩"", ""有机肥"": ""1014kg/亩"", ""石灰"": ""78kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""18kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""18kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""17kg/亩""}]",631.71,2265.99,有机肥需充分腐熟后使用,2023-02-03,农技专家,draft,2025-02-04 00:24:05
3005,9645,106,标题作物106专用施肥方案3005,676.92,"{""复合肥"": ""33kg/亩"", ""有机肥"": ""2172kg/亩"", ""石灰"": ""67kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""16kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""23kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",441.8,1584.53,追肥分3次施用，根据作物生长情况调整,2023-11-06,系统自动生成,draft,2024-12-19 07:47:20
3006,4094,409,部分作物409专用施肥方案3006,862.27,"{""复合肥"": ""45kg/亩"", ""有机肥"": ""1043kg/亩"", ""石灰"": ""125kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""20kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""24kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""16kg/亩""}]",727.49,2248.94,有机肥需充分腐熟后使用,2024-11-23,土壤专家,draft,2023-06-27 20:23:30
3007,5115,453,成为作物453专用施肥方案3007,942.8,"{""复合肥"": ""41kg/亩"", ""有机肥"": ""2993kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""10kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""15kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",569.1,1583.48,有机肥需充分腐熟后使用,2025-05-11,土壤专家,archived,2023-05-29 17:31:19
3008,4053,309,以下作物309专用施肥方案3008,502.88,"{""复合肥"": ""58kg/亩"", ""有机肥"": ""1637kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""17kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""24kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""19kg/亩""}]",578.96,2287.68,施肥后及时浇水，促进养分吸收,2025-03-23,土壤专家,draft,2024-11-27 01:33:46
3009,919,435,看到作物435专用施肥方案3009,705.9,"{""复合肥"": ""45kg/亩"", ""有机肥"": ""1972kg/亩"", ""石灰"": ""71kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""23kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""21kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""13kg/亩""}]",506.95,1587.07,基肥在播种前7-10天施入，深翻入土,2024-01-26,农技专家,active,2022-11-07 16:09:02
3010,6091,185,名称作物185专用施肥方案3010,688.48,"{""复合肥"": ""41kg/亩"", ""有机肥"": ""1042kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""17kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""15kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""20kg/亩""}]",350.86,905.19,叶面肥在早晨或傍晚喷施效果最佳,2022-10-23,土壤专家,active,2023-02-03 20:51:51
3011,1544,346,觉得作物346专用施肥方案3011,703.21,"{""复合肥"": ""36kg/亩"", ""有机肥"": ""2735kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""23kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""30kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""17kg/亩""}]",365.43,1039.35,叶面肥在早晨或傍晚喷施效果最佳,2022-10-26,作物专家,active,2023-06-21 08:49:17
3012,3235,87,木薯专用施肥方案3012,604.73,"{""复合肥"": ""43kg/亩"", ""有机肥"": ""2752kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""16kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""18kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""16kg/亩""}]",366.8,951.6,追肥分3次施用，根据作物生长情况调整,2024-07-15,系统自动生成,archived,2024-11-29 15:05:56
3013,8380,264,地区作物264专用施肥方案3013,844.32,"{""复合肥"": ""48kg/亩"", ""有机肥"": ""1387kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""23kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""17kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""15kg/亩""}]",215.57,710.71,追肥分3次施用，根据作物生长情况调整,2023-05-04,作物专家,active,2023-02-02 18:27:17
3014,161,133,建设作物133专用施肥方案3014,994.96,"{""复合肥"": ""57kg/亩"", ""有机肥"": ""1360kg/亩"", ""石灰"": ""60kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""30kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""12kg/亩""}]",340.27,1339.09,有机肥需充分腐熟后使用,2023-09-24,系统自动生成,archived,2023-06-10 03:22:59
3015,3706,492,责任作物492专用施肥方案3015,479.7,"{""复合肥"": ""38kg/亩"", ""有机肥"": ""1295kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""23kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",793.29,2633.95,基肥在播种前7-10天施入，深翻入土,2025-04-14,农技专家,draft,2022-07-05 11:48:48
3016,7188,81,土豆专用施肥方案3016,576.89,"{""复合肥"": ""49kg/亩"", ""有机肥"": ""2249kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""12kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""21kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""18kg/亩""}]",317.94,1020.46,基肥在播种前7-10天施入，深翻入土,2023-11-21,土壤专家,active,2022-12-12 06:50:56
3017,5030,200,其中作物200专用施肥方案3017,972.77,"{""复合肥"": ""55kg/亩"", ""有机肥"": ""2509kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""11kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""25kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""13kg/亩""}]",658.01,2408.38,叶面肥在早晨或傍晚喷施效果最佳,2023-10-01,系统自动生成,active,2024-04-11 07:08:35
3018,4782,324,没有作物324专用施肥方案3018,648.6,"{""复合肥"": ""30kg/亩"", ""有机肥"": ""1655kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""10kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""20kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""14kg/亩""}]",744.33,2941.89,叶面肥在早晨或傍晚喷施效果最佳,2024-10-08,土壤专家,archived,2023-01-01 20:03:02
3019,7686,228,浏览作物228专用施肥方案3019,589.27,"{""复合肥"": ""50kg/亩"", ""有机肥"": ""1375kg/亩"", ""石灰"": ""94kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""20kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""30kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""11kg/亩""}]",365.87,963.11,施肥后及时浇水，促进养分吸收,2023-09-28,土壤专家,archived,2024-01-06 00:43:11
3020,7652,166,阅读作物166专用施肥方案3020,546.29,"{""复合肥"": ""55kg/亩"", ""有机肥"": ""1298kg/亩"", ""石灰"": ""67kg/亩""}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""15kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""15kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""15kg/亩""}]",435.08,1507.32,有机肥需充分腐熟后使用,2022-07-09,农技专家,draft,2022-10-09 19:47:17
3021,7845,465,虽然作物465专用施肥方案3021,629.33,"{""复合肥"": ""32kg/亩"", ""有机肥"": ""2175kg/亩"", ""石灰"": """"}","[{""时期"": ""播种期"", ""肥料"": ""复合肥"", ""用量"": ""10kg/亩""}, {""时期"": ""生长期"", ""肥料"": ""尿素"", ""用量"": ""23kg/亩""}, {""时期"": ""开花期"", ""肥料"": ""磷钾肥"", ""用量"": ""19kg/亩""}]",427.88,1466.01,有机肥需充分腐熟后使用,2024-04-13,农技专家,archived,2023-11-25 01:24:36
